Track name,Artist name,Album,Playlist name,Type
STEFANO PILIA SPIRALIS AUREA - Codexiii(O),,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Ascensio,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Aurea Parte Uno,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Aurea Parte Due,,,My Playlist,playlist
STEFANO PILIA SPIRALIS AUREA - Spiralis,,,My Playlist,playlist
TORCHE ! - Ronde à retard, "Huit notions de détente" – Tour de Bras,,,My Playlist,playlist
OTOMO YOSHIHIDE'S NEW JAZZ QUINTET - Strawberry Fields Forever,,,My Playlist,playlist
ANNETTE PEACOCK - Real & Defined Androgens,,,My Playlist,playlist
PHEW - Signal,,,My Playlist,playlist
KLAXON GUEULE - Sifflant cette mélodie encore revenue,,,My Playlist,playlist
MAREK POSPIESZALSKI OCTET & ZOH AMBA - Anthropocene,,,My Playlist,playlist
WAAJU FEATURING MAJID BEKKAS - Barma Soussandi,,,My Playlist,playlist
WAAJU FEATURING MAJID BEKKAS - Lando,,,My Playlist,playlist
MICHAEL MANTLER'S NEW SONGS ENSEMBLE - Piacenza/Siena/Roma, 23/24/25 gennaio 2025,,,My Playlist,playlist
DIORAMA - Roma, 25 gennaio e 22 febbraio 2025,,,My Playlist,playlist
DAIMON - Ellipse,,,My Playlist,playlist
DAIMON - Pillow,,,My Playlist,playlist
FRANCESCO CAVALIERE - I-A-K Interplanetary-Abyssal-Kite side A,,,My Playlist,playlist
KLAUS WIESE - Shaira (The Poetess) II,,,My Playlist,playlist
MAPLE DEATH FEST - Roma, 25/26/27 gennaio 2025 - intervista a Jonathan Clancy,,,My Playlist,playlist
NOAH HOWARD GROUP - Introduction by Noah Howard / Lotus Flower,,,My Playlist,playlist
NOAH HOWARD GROUP - New York Subway,,,My Playlist,playlist
THE NOAH HOWARD QUARTET - Birds Of Beauty,,,My Playlist,playlist
PRINCE LASHA QUINTET FEATURING SONNY SIMMONS - Juanita,,,My Playlist,playlist
PRINCE LASHA QUINTET FEATURING SONNY SIMMONS - Lost Generation,,,My Playlist,playlist
ROBERTO MAGRIS EUROPLANE FOR JAZZ - Freedom Is Peace,,,My Playlist,playlist
AWEN - Mairead Nan Cuiread,,,My Playlist,playlist
AWEN - Mo Nighean Donn,,,My Playlist,playlist
CHAOS SHRINE - Malphas,,,My Playlist,playlist
CHAOS SHRINE - Scox (Laura Agnusdei rework),,,My Playlist,playlist
REINIS JAUNAIS - Saulee,,,My Playlist,playlist
ANNA FERRER - Son tus ojos dos puñales,,,My Playlist,playlist
ANNA FERRER Ella paupa com vol - da "Parenòstic" – La Castanya,,,My Playlist,playlist
THE HAPPY COUPLE Lullaby Of Broadland - da " Lullaby Of Broadland" –Dimple Discs,,,My Playlist,playlist
HUBERT KOSTKIEWICZ Guitar Solo 4 - da "Four Guitar Solos For Bemma Bar" –Pointless Geometry,,,My Playlist,playlist
HUBERT KOSTKIEWICZ Guitar Solo 1 - da "Four Guitar Solos For Bemma Bar" – Pointless Geometry,,,My Playlist,playlist
حمد [AHMED] - Oud Blues,,,My Playlist,playlist
PAT THOMAS - Step 5,,,My Playlist,playlist
ROB MAZUREK & BLACK CUBE SP - Oh Mother (Angels' Wings),,,My Playlist,playlist
WILLIAM PARKER with ROY CAMPBELL - DANIEL CARTER & ALAN SILVA, Eternal Flower,,,My Playlist,playlist
KATE TEMPEST - People's Faces,,,My Playlist,playlist
FURIO DI CASTRI - GIOVANNI FALZONE, ACHILLE SUCCI, FABIO GHIACHINO, MATTIA BARBIERI, Shades Of China,,,My Playlist,playlist
GIOVANNI DI DOMENICO - Part II - Melete feat. Eric Thielemans,,,My Playlist,playlist
MARMALSANA - Forvelu,,,My Playlist,playlist
MARMALSANA - Inundo,,,My Playlist,playlist
GIOVANNI DI DOMENICO - Part III - Mneme feat. Eric Thielemans,,,My Playlist,playlist
EIKO ISHIBASHI - JIM O'ROURKE, TATSUHISA YAMAMOTO, KEI MATSUMARU, GIOVANNI DI DOMENICO, Sakuraza Part II,,,My Playlist,playlist
CHRISTER BOTHÉN FEATURING BOLON BATA - Trance Dance,,,My Playlist,playlist
IRATION STEPPAS MEET D. ROOTICAL - Scud Missile (Remix),,,My Playlist,playlist
MANERI - COLONNA - SPERA - Casa del Jazz, Roma, 18 gennaio 2025,,,My Playlist,playlist
METJAZZ - Prato, 20 gennaio - 11 aprile 2025,,,My Playlist,playlist
CRYSTAL VOYAGER / U.F.OM - Self-Determination of the Cosmos / Harmonious Contact,,,My Playlist,playlist
CHRISTER BOTHÉN FEATURING BOLON BATA - Mimouna,,,My Playlist,playlist
FURIO DI CASTRI - GIOVANNI FALZONE, ACHILLE SUCCI, FABIO GHIACHINO, MATTIA BARBIERI, Sunday Afternoon,,,My Playlist,playlist
LUÍS LOPES HUMANIZATION 4TET - Suite II,,,My Playlist,playlist
EIKO ISHIBASHI - JIM O'ROURKE, TATSUHISA YAMAMOTO, KEI MATSUMARU, GIOVANNI DI DOMENICO, Sakuraza Part I,,,My Playlist,playlist
CHRIS CORSANO - The Full-Measure Washdown,,,My Playlist,playlist
CLASSICA ORCHESTRA AFROBEAT - For Stella,,,My Playlist,playlist
THE GREAT DEPARTED - St. Baghdadi's Celebrations,,,My Playlist,playlist
KARKHANA - Al Sal'awa,,,My Playlist,playlist
FADI TABBAL - My Doll,,,My Playlist,playlist
JAD ATOUI & KHODOR ELLAIK - Blackout,,,My Playlist,playlist
LOS PANTEROS - 24 Ribs ٢٤ ضُلع,,,My Playlist,playlist
STEVE SWELL'S IMBUED WITH LIGHT - Compositie#12 (excerpt),,,My Playlist,playlist
NA HAWA DOUMBIA - Demisen Kulu,,,My Playlist,playlist
DEMDIKE STARE - Feelings - Side B (estratto),,,My Playlist,playlist
JANEL LEPPIN ENSEMBLE VOLCANIC ASH - As Wide As All Outdoors,,,My Playlist,playlist
LA DÉMESURE DU PAS - Eau To Crunch,,,My Playlist,playlist
TOÀN & FRANCIS GRI - Rêve trois,,,My Playlist,playlist
LOS PANTEROS - Ya Tayren Tayer يا طيرٍ طاير,,,My Playlist,playlist
NA HAWA DOUMBIA - Jigi Yiri,,,My Playlist,playlist
TOMMASO ROLANDO / ANDY MOOR - Biscotti – A,,,My Playlist,playlist
SARA SERPA - Story 3 / Things Must Move Quickly,,,My Playlist,playlist
NIC T - Interlude,,,My Playlist,playlist
ONE ANOTHER ORCHESTRA - Charangalila da "One Another Orchestra" - Nato,,,My Playlist,playlist
KEVIN FIGES & JULIE TIPPETTS - Noh Market / Dune Dimensions / Puddle Jumping / Fish Basket / Duck Off da "Happy Apples" – SLAMCD,,,My Playlist,playlist
JOHN ZORN - JESSE HARRIS, – Every Moment After This da "Love Songs Live" - Tzadik,,,My Playlist,playlist
THUMBSCREW - Greenish Tents,,,My Playlist,playlist
NUDO - Anthem huichacolero,,,My Playlist,playlist
SHALL REMAIN NAMELESS - Shattered / Fake Anne,,,My Playlist,playlist
ZA! + TOMÁS DE PERRATE - Steve Kahn,,,My Playlist,playlist
RAFAEL TORAL - Take the Train,,,My Playlist,playlist
ALTO FUERO - Menero (Live Lost Music Festival 2023),,,My Playlist,playlist
ANDREA GROSSI BLEND 3 + JIM BLACK - Bad Axes,,,My Playlist,playlist
NWAKKE - Neva 4get, Mayb,,,My Playlist,playlist
BIANCA SCOUT - People,,,My Playlist,playlist
OY - Place Des Chlichés,,,My Playlist,playlist
STEEL PULSE - Your House, 7'' – Wise Man Doctrine,,,My Playlist,playlist
SHABAKA HUTCHINGS - Managing My Breath, What Fear Had Become ft. Saul Williams,,,My Playlist,playlist
CHRIS PITSIOKOS & OTOMO YOSHIHIDE - Lava Flow,,,My Playlist,playlist
RAFAEL TORAL - Take the Train,,,My Playlist,playlist
HOLY TONGUE MEETS SHACKLETON - The Fruit Of The Fall,,,My Playlist,playlist
GIOVANNI DI DOMENICO - Crapulando,,,My Playlist,playlist
ROBERTO FEGA - Ah Bir Ataş Ver,,,My Playlist,playlist
EVE LIBERTINE - Morning Session,,,My Playlist,playlist
ESY TADESSEE - Egzio,,,My Playlist,playlist
PETER EVANS TRIO - Freaks,,,My Playlist,playlist
GODSPEED YOU! BLACK EMPEROR - Baby's In A Thundercloud,,,My Playlist,playlist
ORQUESTRE TOUT PUISSANT MARCEL DUCHAMP - Ils Disent,,,My Playlist,playlist
PATRICIA BRENNAN SEPTET - Palo de Oros (Suite Of Coins),,,My Playlist,playlist
IBELISSE GUARDIA FERRAGUTTI - FRANK ROSELI, Saber do Mar,,,My Playlist,playlist
CURUMIN - Cherio,,,My Playlist,playlist
MESHELL NDEGONCELLO - Hatred,,,My Playlist,playlist
FLECA! - The Night of The Hunters,,,My Playlist,playlist
STEVE BERESFORD - Tendance,,,My Playlist,playlist
MOLLY NILSSON - Summer Cats,,,My Playlist,playlist
MAZZ SWIFT - Freedom House,,,My Playlist,playlist
JULIA SABRA - Dis, mais quand reviendras-tu?,,,My Playlist,playlist
ROB MAZUREK QUARTET - Nineteen Colors on a Three-Sided Box for Nuno Ramos,,,My Playlist,playlist
Dancity Winter Festival - Foligno, 27 & 28 dicembre 2024,,,My Playlist,playlist
CHINO AMOBI - Beaumont Girl ft. ThugPop,,,My Playlist,playlist
CHINO AMOBI - Small Rock ft. Emily Brown,,,My Playlist,playlist
AALY TRIO (MATS GUSTAFSSON/PETER JANSON/KJELL NORDESON) - Egypt Rock,,,My Playlist,playlist
DENNIS BOVELL & JANET KAY - Game Of Dubs,,,My Playlist,playlist
DB AT THE CONTROLS - Crying,,,My Playlist,playlist
FRANCESCO BEARZATTI / STEFANO RISSO / MATTIA BARBIERI - One Emo,,,My Playlist,playlist
ROB MAZUREK QUARTET - Three Colors on a Four-Sided Box for Ellsworth Kelly,,,My Playlist,playlist
SOLO PER LELIO / TUTTI PER LELIO - Noi non siamo Robinson Crusoe, Edoardo Marraffa & Sicilian Improvisers Orchestra, Curva Minore Contemporary Sounds 2024, Cantieri Culturali alla Zisa, Palermo, 19 dicembre 2024,,,My Playlist,playlist
ONLYFUCKINGLABELS - Festival di musica e discografia indipendente, CSA Sisma, Macerata, 21 dicembre 2024,,,My Playlist,playlist
TRANS UPPER EGYPT - Benghe,,,My Playlist,playlist
KAMALESH MAITRA - Raag Kirwani,,,My Playlist,playlist
VINCENZO DELLA RATTA - Morning & Night Ceremony (Suite),,,My Playlist,playlist
CHINO AMOBI - Aztlan ft. ThugPop,,,My Playlist,playlist
IRNERIO 45C (my voice my void #2) - Bologna, 18 dicembre 2024,,,My Playlist,playlist
ALTERA - Roma, 18 dicembre 2024,,,My Playlist,playlist
MAZZ SWIFT - Eye Woke Up / O Brother,,,My Playlist,playlist
MAZZ SWIFT - Don'I Know-dis…?,,,My Playlist,playlist
AALY TRIO (MATS GUSTAFSSON/PETER JANSON/KJELL NORDESON) - Soul Brother Genius,,,My Playlist,playlist
DJBLACKMETA - Voices From Natchez Trace,,,My Playlist,playlist
THE FEARLESS FIVE - Lady Orlando,,,My Playlist,playlist
THE FEARLESS FIVE - Infant,,,My Playlist,playlist
THE FEARLESS FIVE - Fragile,,,My Playlist,playlist
FLECA! - Seneca,,,My Playlist,playlist
FLECA! - Apri Grande,,,My Playlist,playlist
SLIDERS - Ionen,,,My Playlist,playlist
SLIDERS - Ida Lupino,,,My Playlist,playlist
ANNIE ANXIETY BANDEZ - As I Lie In Your Arms,,,My Playlist,playlist
A.R. KANE - When You're Sad (Long Version) – 12" One Little Indian,,,My Playlist,playlist
BENJAMIN ZEPHANIAH VS. RODNEY P - Rong Radio Dub,,,My Playlist,playlist
SARAH NEUFELD - RICHARD REED PARRY, REBECCA FOON, Maroia,,,My Playlist,playlist
MICHAEL SARIAN / MATTHEW PUTMAN / LEDIAN MOLA / FEDERICO UGHI - Water And Fish,,,My Playlist,playlist
PRINCE FATTY - Come As You Are Dub,,,My Playlist,playlist
PRINCE FATTY - Smells Like Teen Spirit ft. Soothsayers Horns – 7" Lovedub Limited,,,My Playlist,playlist
JAMIE SAFT TRIO - Pannonica,,,My Playlist,playlist
LUCIA FESTIVAL - Firenze, dal 12 al 15 dicembre 2024,,,My Playlist,playlist
DEMETRIO STRATOS: FINO AI LIMITI DELL'IMPOSSIBILE - Ravenna, 14 - 22 dicembre e 7 - 31 gennaio 2024,,,My Playlist,playlist
DJ ANDERSON DO PARAISO - Todas Elas Ao Mesmo Tiempo ft. MC Mr. Bim, MC PR,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - Mandarin Cape Forms by Rygel,,,My Playlist,playlist
JOHN HUDAK - Field House Five 3,,,My Playlist,playlist
MICHAEL SARIAN / MATTHEW PUTMAN / LEDIAN MOLA / FEDERICO UGHI - I Want To Be With You Everyday,,,My Playlist,playlist
MAURICIO TAKARA / CARLA BOREGAS - Aurino,,,My Playlist,playlist
MESCHIYA LAKE AND ERIKA LEWIS AS THE MAGNOLIA BEACON - High Topped Mountain,,,My Playlist,playlist
LEAH SONG FEAT DAVID BROWN - Love Stays,,,My Playlist,playlist
NUMATIK WITH BIKO CASINI AND IBRO DIOUBATE - Kakelambe,,,My Playlist,playlist
EMILIANO PENNISI - Hexacorallia 1 (estratto),,,My Playlist,playlist
ERRICHETTA FESTIVAL - Roma & Riofreddo, 12-15 dicembre 2024,,,My Playlist,playlist
ABSTRACT CONCRETE - Milano/Macerata/Bologna, 13-15 dicembre 2024,,,My Playlist,playlist
FREE! MAVARTA MUSIC LIVE - Sant'Ilario d'Enza (RE), dal 13 dicembre 2024 al 15 febbraio 2025,,,My Playlist,playlist
DOUG CARN - Moon Child Parts 1 & 2,,,My Playlist,playlist
JOSHUA ABRAMS - Abide In Sunset,,,My Playlist,playlist
PHAROAH CHROMIUM - Une photographie à deux dimensions…" - da "Jean Genet. Quatre heures à Chatila,,,My Playlist,playlist
LAMIN FOFANA - Blues,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - Acrobatic Forms of Temple Ants,,,My Playlist,playlist
DEENA ABDELWAHED / NICK LEÓN / JULMUD - Mangrove,,,My Playlist,playlist
GOOD SAD HAPPY BAD - After Spirit,,,My Playlist,playlist
RIONE ROMA PERFORMING TOUR - l'inaspettato tra i vicoli: le arti invadono il centro storico tra suoni, corpi in movimento e storie condivise, Roma, 4 - 8 dicembre 2024,,,My Playlist,playlist
MAI MAI MAI - Journées Bleues: acqua dolce e acqua salata, Villa Medici, Roma, 6 dicembre 2024,,,My Playlist,playlist
GIANLUIGI TROVESI e MARCO REMONDINI - TroveRemo. Alla ricerca di ciò che non esiste, Presentazione CD e Live, Palazzo Bernardini, Matera, 6 dicembre 2024,,,My Playlist,playlist
PAUL DUNMALL - Prepare Your Peace,,,My Playlist,playlist
PAUL DUNMALL / PAUL ROGERS / TONY LEVIN - The Good Feelings,,,My Playlist,playlist
TEMPUNAUT - Butain,,,My Playlist,playlist
MONOPOLY CHILD STAR SEARCHERS - From The Caves & Jungles Of Apulia,,,My Playlist,playlist
TAKE FIVE - dal 6 all'8 dicembre 2024, Roma,,,My Playlist,playlist
DISSIPATIO FEST 2024 - 6 dicembre 2024, Cesena,,,My Playlist,playlist
ADRIANO ZANNI - Zone temporaneamente autonome,,,My Playlist,playlist
GIANLUCA BECUZZI - Persistence,,,My Playlist,playlist
EUGENIO RENZETTI GROUP ZERO MIT FEDERICO SANGUINETI - La Metamorfosi,,,My Playlist,playlist
GASPARE DI LIETO - Amiri Baraka - Being Colored,,,My Playlist,playlist
QOA - Ciervo De Los Patanos,,,My Playlist,playlist
"A CONSTRUCTED WORLD THE DEVELOPMENT OF VOICE" - Sergio Armaroli e Steve Piccolo - 3 e 4 dicembre 2024, Milano,,,My Playlist,playlist
MERIDIAN BROTHERS - 3 e 4 dicembre 2024, Bologna e Roma,,,My Playlist,playlist
C6Fe2RN6 (ROB MAZUREK/NICK TERRY) - Water Soluble Matter,,,My Playlist,playlist
ELIO MARTUSCIELLO/OSSATURA - Priva di impronte laterali,,,My Playlist,playlist
SHALL REMAIN NAMELESS - Black Ice,,,My Playlist,playlist
EVAN PARKER TRIO - GENZIANA #1,,,My Playlist,playlist
EVAN PARKER TRIO - GENZIANA #2,,,My Playlist,playlist
HONG SUNG HYUN ART COMPANY - East Wind,,,My Playlist,playlist
HONG SUNG HYUN ART COMPANY - Chobeolbi,,,My Playlist,playlist
HONG SUNG HYUN ART COMPANY - Highway,,,My Playlist,playlist
HONG SUNG HYUN ART COMPANY - The wish,,,My Playlist,playlist
HONG SUNG HYUN ART COMPANY - How Loud The Rain Is,,,My Playlist,playlist
LUCIAN BAN / MATT MANERI - The Boyar's Doina,,,My Playlist,playlist
STYLIANOS OU & THE CORTISOL COWS - Houellebecq My Brother!,,,My Playlist,playlist
STYLIANOS OU & THE CORTISOL COWS - Death Will Come,,,My Playlist,playlist
MR. HENRY - Out There,,,My Playlist,playlist
IVANO NARDI SOLO/ENSEMBLE - Musica Impura,,,My Playlist,playlist
IVANO NARDI SOLO/ENSEMBLE - Arancione,,,My Playlist,playlist
IVANO NARDI SOLO/ENSEMBLE - Abracadabra,,,My Playlist,playlist
PEDRO MELO ALVES - Audrey Chen,,,My Playlist,playlist
PEDRO MELO ALVES - Violeta Garcia,,,My Playlist,playlist
MUSICA IN PROSSIMITÀ - Pinerolo, 29 novembre - 1 dicembre 2024,,,My Playlist,playlist
ORCHESTRE TOUT PUISSANT MARCEL DUCHAMP - Smiling Like A Flower,,,My Playlist,playlist
HACKEDEPICCIOTTO - The 7th Day,,,My Playlist,playlist
ROBERTO FEGA - Drama Köprüsü,,,My Playlist,playlist
LUCIAN BAN / MATT MANERI - Harvest Moon Ballad,,,My Playlist,playlist
DENNIS BOVELL / MATUMBI - Fire Dub,,,My Playlist,playlist
SPACCAMONTI/CAUDURO - minitour dal 29 novembre al 9 gennaio 2025,,,My Playlist,playlist
KLANG: ETIMO - Lauren Maria/Bela - Roma, 29 novembre 2024,,,My Playlist,playlist
BERNE/NEALAND/ROBERTS "Oceans And" - Roma, 28 novembre 2024,,,My Playlist,playlist
TIM BERNE/HANK ROBERTS - Temporary Sanity,,,My Playlist,playlist
PIOTR DĄBROWSKI / GIACOMO SALIS / PAOLO SANNA - Ahinsa - part 1 (estratto) - Dissipatio,,,My Playlist,playlist
ANGELO CONTINI / PASQUALE "LINO" LIGUORI - Altair,,,My Playlist,playlist
JOE FONDA QUARTET - Inspiration Opus #1,,,My Playlist,playlist
NEXUS - Out To Lunch,,,My Playlist,playlist
DENNIS BOVELL DUB BAND - Suffrah Dub (Sufferer Sound Disco 45),,,My Playlist,playlist
HEITH - Doomer,,,My Playlist,playlist
ALBERT AYLER / DON CHERRY / SONNY MURRAY / JOHN TCHICAI / ROSWELL RUDD / GARY PEACOCK - Don's Dawn,,,My Playlist,playlist
GHÉDALIA TAZARTÈS - Une éclipse totale de soleil I,,,My Playlist,playlist
SIMPLISTS - Kkal Dub,,,My Playlist,playlist
HOLIDAY INN - Mushroom,,,My Playlist,playlist
ALFA SUSPIRIA - Obsession,,,My Playlist,playlist
RADIO HITO - Il mio amore si espande,,,My Playlist,playlist
ELIANE RADIGUE - Etude,,,My Playlist,playlist
PAT THOMAS - Step 4,,,My Playlist,playlist
Il Libro: LAWRENCE D. "BUTCH" MORRIS - L'arte della Conduction - Libreria Musicale Italiana - Intervista alla curatrice Daniela Veronesi LAWRENCE D. "BUTCH" MORRIS, Conduction #15, Part III,,,My Playlist,playlist
LAWRENCE D. "BUTCH" MORRIS - Conduction No. 135, Sheng Skyscraper,,,My Playlist,playlist
LAWRENCE D. "BUTCH" MORRIS - Induction No. 2/1, Emyoueseyesee.it,,,My Playlist,playlist
BUTCH MORRIS - Current Trends In Racism In Modern America, Part One,,,My Playlist,playlist
ELUCID - CCTV ft. Creature,,,My Playlist,playlist
SOLO PER LELIO 2024 - Palermo, dal 23 novembre al 19 dicembre 2024,,,My Playlist,playlist
BEATRICE ANTOLINI - mini tour,,,My Playlist,playlist
PAOLO ANGELI - Torino, 22 novembre 2024,,,My Playlist,playlist
SARINE - Les Yeux De La Route,,,My Playlist,playlist
JONAS CAMBIEN'S MACA CONU - Once Low Now High,,,My Playlist,playlist
JONAS CAMBIEN'S MACA CONU - Holy Fishtail,,,My Playlist,playlist
GONCALO ALMEIDA - Restraint I,,,My Playlist,playlist
MATTHEW SHIPP - The Data #1,,,My Playlist,playlist
MATTHEW SHIPP - The Data #9,,,My Playlist,playlist
PAT THOMAS - Step 1,,,My Playlist,playlist
DANIELA HUERTA - Hálito,,,My Playlist,playlist
ELUCID - Bad Pollen ft. Billy Woods,,,My Playlist,playlist
ÀLTERA - Circolo Fanfulla, Roma, 20 novembre 2024,,,My Playlist,playlist
BENDIK GISKE - Milano e Roma, 20 - 21 novembre 2024,,,My Playlist,playlist
SARINE - Asas Terrenas (Exordium),,,My Playlist,playlist
NANCY TUNGSTEN - Want You (To Leave),,,My Playlist,playlist
TEHO TEARDO & BLIXA BARGELD - tour italiano, 19-24 novembre 2024,,,My Playlist,playlist
MAURO ORSELLI 'PROPOSTA MUSICALE' - Teatro Il Cantiere G. Modena, Roma, 19 novembre 2024,,,My Playlist,playlist
LILIANE CHLELA - Trenta Formiche, Roma, 19 novembre 2024,,,My Playlist,playlist
FELICIA ATKINSON - Lukewarm,,,My Playlist,playlist
GIOVANNI DI DOMENICO - Crapulando,,,My Playlist,playlist
Amirtha Kidambi voce - harmonium, sintetizzatore,,,My Playlist,playlist
Jason Nazary batteria - elettronica,,,My Playlist,playlist
QUINCY. A Life Beyond Measure - Film di Alan Hicks e Rashida Jones, 2018 (Trailer),,,My Playlist,playlist
QUINCY JONES - Foul Owl,,,My Playlist,playlist
QUINCY JONES - Call Me Mister Tibbs (Main Title),,,My Playlist,playlist
QUINCY JONES FEATURING HERBIE HANCOCK - The Good, The Bad And The Ugly,,,My Playlist,playlist
CANICOLA 20 X 10 MAPLE DEATH - 20 Years Of Visions, Balloons And Vrooms, 10 Years Of Dreamers, Outsiders & Sgronk, TPO, Bologna, 16 novembre 2024,,,My Playlist,playlist
NEXUS - Lotsa Potsa,,,My Playlist,playlist
MAYFLOWER MADAME - Inside For The Morning Hours,,,My Playlist,playlist
COMAMBIENT - Partenza dalla costa est,,,My Playlist,playlist
COMAMBIENT - Il messaggio sotto al tumulo,,,My Playlist,playlist
JAZZ NEGLI ORTI a cura di Nazim Comunale - Reggio Emilia,,,My Playlist,playlist
LAMINA - Éclipse,,,My Playlist,playlist
ANNALISA SACCHI - Inappropriabili. Relazioni, opere e lotte nelle arti performative in Italia (1959-1979) - Marsilio,,,My Playlist,playlist
GIORGIO RIMONDI - L'impossibile necessario. Hantologia e Afrofuturismo - Mimesis,,,My Playlist,playlist
MATTEO GUARNACCIA - Santi e briganti. Ritratti gentili di artisti, rivoluzionari e guru - Shake Edizioni,,,My Playlist,playlist
LUIGI NONO - La fabbrica illuminata. Per voce e nastro magnetico- Wergo,,,My Playlist,playlist
ALBERTO GRIFI - Per salvare Anna,,,My Playlist,playlist
ALBERTO GRIFI - Se ci fosse una porta busserei,,,My Playlist,playlist
THE SCIENTIST - Higher Meditation,,,My Playlist,playlist
INVISIBILI CITTA' - OMAGGIO A ITALO CALVINO Michisanti/Ninfa/Manera - Milano, 16 novembre 2024,,,My Playlist,playlist
KOKOROKO - Three Piece Suit featuring Azeke,,,My Playlist,playlist
LUX QUARTET - Congratulations of Condolences,,,My Playlist,playlist
PER TEXAS JOHANSSON - Sent i livet,,,My Playlist,playlist
BEN VIDA with YARN/WIRE and NINA DANTE - Who's Haunting Who Here,,,My Playlist,playlist
FEEO - heavy as a birthright,,,My Playlist,playlist
SHABAKA HUTCHINGS - Managing My Breath, What Fear Had Become,,,My Playlist,playlist
VALENTINA MAGALETTI/YVES CHAUDOUËT - Batterie Fragile,,,My Playlist,playlist
TRACY LISK/ROBERTO BELLATALLA/MARIO GABOLA - Napoli, 9 novembre 2024,,,My Playlist,playlist
TRACY LISK/ANDREA PENSADO - The Unredeemable - autoprodotto,,,My Playlist,playlist
VIVIAN SUGAR LOVE JONES - You Say It Best,,,My Playlist,playlist
VIVIAN JONES - Return Ticket – 7" Partial Records,,,My Playlist,playlist
NICOLA RATTI - Ogni tanto passava una nave,,,My Playlist,playlist
HOLY TONGUE - Angelo Mai, Roma, 15 novembre 2024,,,My Playlist,playlist
JOËLLE LÈANDRE TIGER TRIO - Tiger Trio # 1,,,My Playlist,playlist
JOËLLE LÈANDRE ROARING TREE - Roaring Tree # 2,,,My Playlist,playlist
JOËLLE LÈANDRE-FRED MOTEN - Hughson's Tavern (Excerpt),,,My Playlist,playlist
ATLANTIC AVE. SEPTET - Atlantic Ave. #1,,,My Playlist,playlist
LUKE STEWART SILT TRIO - The Slip,,,My Playlist,playlist
MARTA DE PASCALIS - Sabbie,,,My Playlist,playlist
QUARTETTO LOCO - Chersongno,,,My Playlist,playlist
LAETITIA SADIER - tour italiano, Bologna, Roma. Avellino, Milano, Perugia, 5 – 9 novembre 2024,,,My Playlist,playlist
PJ HARVEY - Man Size,,,My Playlist,playlist
JULIE TIPPETTS & MARTIN ARCHER - Illusion Suite: Chances,,,My Playlist,playlist
KEITH & JULIE TIPPETT - COUPLE IN SPIRIT - Riding,,,My Playlist,playlist
JULIE TIPPETTS - Lillies,,,My Playlist,playlist
KEITH TIPPETT - JULIE TIPPETTS, PHILIP GIBBS, PAUL DUNMALL, Mahogany Rain,,,My Playlist,playlist
DOORTRI - Ventricles Tentacles: Untilted (Untitled), The Generation Game, Monkey Christ, Shumiki, Shumy, Shumischi + Jelly Belly,,,My Playlist,playlist
LOUIE.LOU - En början ett slut,,,My Playlist,playlist
STANZE SONORE II edizione - dal 3 novembre 2024 al 26 gennaio 2025, Roma,,,My Playlist,playlist
ACRE - Nebula Nitida,,,My Playlist,playlist
LEA BERTUCCI - In Anticipation Of,,,My Playlist,playlist
LORENZO ABATTOIR - Poco moderato,,,My Playlist,playlist
THE BUG - Annihilater (Force Of Gravity),,,My Playlist,playlist